Gen1	Gen2	Gen3	Gen4	Gen5	control1	control2	control3	control4	control5
Coprococcus eutactus	4717.82647155158	2585.36207793558	1098.52169203146	1716.57707071564	465.859087731344	4209.41712944343	18150.9513085013	17693.0273275989	15616.8202508298	6551.23698140158
Corynebacterium guangdongense	127.064601471508	188.187867591062	57.6384838411568	101.83815703592	140.258650069652	210.782665148426	210.40341524236	133.615712188213	132.635457026736	119.4235908068
Corynebacterium maris	81.5489233324606	98.5361366785819	74.5909790885558	97.5229808903305	123.978628186567	114.745592861865	139.518842192795	120.158014557745	70.3369847869053	92.327481968282
Crassaminicella profunda	565.785165756219	982.130673779964	1459.04475762614	598.946449007871	1073.22913490796	779.521690637672	1623.59426842099	1617.80750800548	1071.13179689773	840.982933580656
Crassaminicella thermophila	2183.48822628154	2427.05812064868	1859.12364546476	1600.06731478472	1304.90636939801	3090.64759904024	2197.42176453651	2221.48137314359	2230.68723181328	1523.40345247665
Cupriavidus metallidurans	37.2975695861642	85.6133646551613	28.2541587456651	37.1105148520727	81.400109415423	42.4059799706893	41.6306222672048	40.3730928914024	60.2888441030617	63.2242539565409
Cytobacillus oceanisediminis	168.787306432302	137.304452748844	146.921625477458	196.772032238897	303.058868900498	49.889388200811	135.018234380124	87.4750345980384	143.688411778964	188.669202283011
Dehalobacter restrictus	2304.23120578929	1757.4969951852	5840.69969590389	498.834362430186	1090.76146616667	1334.54113437169	0	0	0	2069.33986759345
Deinococcus radiopugnans	0	15.3457917778119	49.7273193923705	21.5758807279492	0	0	0	27.8766593773969	24.1155376412247	0
Denitratisoma oestradiolicum	129.593250257011	152.650244526656	143.531126427979	107.016368410628	123.978628186567	208.288195738386	222.780086727204	204.749256806398	123.592130411277	99.3523990745643
Denitrobacterium detoxificans	244.014607801006	148.611878269337	775.29411598105	264.088780110099	133.997103191543	130.959644027129	122.641562895279	78.8236575498808	176.847276035648	152.541057164988
Desulfofarcimen acetoxidans	55.6302732810584	62.1908403627115	25.9938260460119	44.0147966850164	31.3077343905473	92.2953681715003	57.3827496115526	51.9082622889459	52.2503315559868	52.1850985038116
Desulforamulus ferrireducens	0	0	47.4669866927173	0	0	758.318700652327	1449.19571567999	764.204972587259	156.75099466796	0
Desulfoscipio gibsoniae	33.5045964079102	119.53564121664	13.5619961979192	63.0015717256118	17.5323312587065	59.8672658409732	101.263675785093	80.7461857828047	38.1829345986058	32.1139067715764
Desulfosporosinus acidiphilus	412.169752036933	244.724995193527	841.973930620819	145.852953720937	76.3908719129355	389.137227966326	645.837221118259	434.491380640806	439.103747883966	156.555295511435
Desulfotomaculum nigrificans	159.304873486667	257.647767216948	201.169610269135	378.009430353671	42.5785187711444	379.159350326164	222.780086727204	173.988805079615	473.267426209035	135.480544192588
Desulfovibrio fairfieldensis	84.7097343143389	97.7284634271181	492.752528524399	174.33311628183	37.5692812686568	17.4612858702838	27.0036468760247	23.0703387950871	18.0866532309185	15.0533937991764
Desulfovibrio piger	282.576501779922	597.678206083202	1644.39203899771	1164.23452408014	389.468215818409	84.8119599413787	366.79953673267	1102.56994158187	960.60224937545	208.740394015246
Dialister succinatiphilus	660.609495212569	778.59701441109	0	253.732357360683	0	1194.85084740942	0	0	0	463.644529014634
Dickeya sp. A6137	38.5618939789155	37.1529695673342	0	41.4256909976625	0	92.2953681715003	95.6379160192543	92.2813551803483	48.2310752824494	49.1744197439763
Dorea formicigenerans	49450.2556492899	144177.7521188	15688.9692682929	11772.6635603982	8305.31577912439	27784.6475237367	61341.0341827966	77675.9081948252	38756.6834316532	15070.4543121488
Dorea longicatena	5453.03110593648	3781.52616335345	785.465613129489	5084.14053473396	478.382181487563	1863.36864930029	1368.18477505192	1631.26520563595	6208.74612854697	617.189145766233
Duncaniella dubosii	10104.4805468686	6337.81200423633	17025.9560601378	6927.58378412994	6485.71025634578	10087.634294204	6915.18390416867	9914.47809718867	17393.3315237333	5301.80529606993
Dysosmobacter welbionis	28606.6037103915	65868.9843498776	17068.9023814312	64919.2360047119	12862.4695970125	30431.2795677897	34012.2183923063	27839.1700768549	18180.1009392783	25352.9258365729
Eggerthella lenta	253.497040746641	145.381185263482	476.930199626827	238.19772323656	358.160481427861	255.683114529156	353.297713294657	293.185555520898	349.675295797758	227.80802616087
Eggerthella sp. YY7918	266.140284674154	124.381680725423	552.651345065209	165.70276399065	202.874118850747	256.930349234177	163.147033209316	166.298692147919	302.449034583693	77.2740881691056
Eisenbergiella porci	2375.66553397974	239635.846036054	18809.3585601642	11026.1380872112	1466.45427885324	80148.5493793079	28063.5400159087	28773.5187980559	85489.5809381415	14435.2010938236
Elizabethkingia anophelis	49.3086513173018	38.7683160702617	0	25.8910568735391	43.8308281467663	66.1034393660746	84.3863964875773	73.056072851109	41.1973768037588	24.0854300786823
Emergencia sp. JLR.KK010	749.112202705162	867.441072072106	1456.78442492649	624.83750588141	1517.79896325373	1943.19167042159	1137.52862465254	1111.22131863003	1786.5594135874	618.192705352845
Emergencia timonensis	1492.53494564294	2776.7806385325	3632.3546483427	2066.10633850842	2589.77578878607	4602.29606152481	4572.61753767352	4136.31949313582	5103.45065332418	1748.20079987769
Emticicia oligotrophica	69.537841601323	0	54.247984791677	72.4949592459094	0	198.310318098224	41.6306222672048	195.136615641778	217.039838771022	210.74751318847
Endozoicomonas sp. GU-1	11.3789195347619	13.7304452748844	0	18.1237398114774	22.5415687611941	0	0	0	15.0722110257654	0
Enterobacter asburiae	333.781639686351	989.399733043138	13.5619961979192	141.537777575347	692.527084718907	273.14440039944	484.940491815278	469.096888833437	276.3238688057	153.544616751599
Enterobacter bugandensis	11.3789195347619	15.3457917778119	0	18.1237398114774	32.5600437661692	12.4723470502027	31.5042546886955	21.1478105621631	22.105909504456	24.0854300786823
Enterobacter ludwigii	33.5045964079102	41.1913358246531	23.7334933463587	43.1517614558985	31.3077343905473	28.6863982154663	42.7557742203725	50.9469981724839	23.1107235728403	34.1210259447999
Enterocloster asparagiformis	33.5045964079102	31.4992568070877	70.0703136892494	0	15.0277125074627	19.9557552803244	33.7545585950309	37.4893005420165	40.1925627353745	0
Enterocloster bolteae	18704.4150663631	28396.1761749638	26554.3885555259	13257.9471897102	28325.9857671916	44300.5294876151	31112.7018089932	37620.0324618553	21364.3567219883	38256.6950012269
Enterocloster clostridioformis	15272.4065022397	2976.27593164405	1798.09466257413	10389.2180881221	5824.49090601742	37984.5329413925	11033.2400527624	16669.2810435669	11002.7140488088	5495.492296286
Enterococcus faecalis	602.450573146008	269.762865988905	412.51071768671	720.634416313504	750.133315997514	405.351279131589	498.44231525329	379.699326002475	581.787345594546	809.872586395691
Enterococcus faecium	498.143810744023	339.22276561479	332.268906849021	409.078698601917	505.932987751245	299.336329204866	292.539507823601	322.023479014757	498.387777918644	489.737078266539
Enterococcus thailandicus	89.1348696889686	78.3443053919873	96.0641397352613	111.331544556218	144.015578196518	41.1587452656691	93.3876121129189	65.3659599194133	95.4573364965144	137.487663365811
Erwinia pyrifoliae	11.3789195347619	12.9227720234206	11.301663498266	18.1237398114774	22.5415687611941	23.6974593953852	38.2551664077017	31.7217158432447	16.0770250941498	18.0640725590117
Erysipelatoclostridium sp. An173	348.321370202991	342.453458620645	2776.81872152396	201.087208384487	343.132768920399	541.299861978799	460.187148845588	376.815533653089	319.530873746227	678.40628054955
Erythrobacter sp.	61.9518952448151	60.575493859784	13.5619961979192	18.9867750405953	47.5877562736319	184.590736343001	19.1275832038509	39.4118287749404	62.2984722398305	57.2028964368704
Escherichia albertii	10.1145951420106	12.9227720234206	0	12.9455284367695	0	0	0	12.4964335140055	11.052954752228	14.0498342125647
Escherichia coli	3185.46530753697	4640.08282965945	1956.31795154985	4314.31311036073	5786.92162474877	5017.62521829657	5531.2470017724	5669.53575889265	4302.61384082184	4572.21747660318
Eshraghiella crossota	660.609495212569	181.726481579352	510.835190121625	228.704335716262	33.8123531417911	280.627808629562	93.3876121129189	85.5525063651145	98.4717787016675	79.2812073423291
Ethanoligenens harbinense	4154.56995458086	1570.1168008456	2131.49373577297	2683.17652732777	783.945669139305	8593.44711758969	3161.67698840123	3226.9636389628	7209.5409406578	4580.24595329608
Eubacterium ramulus	683.999496478468	850.479933791367	3691.12329853369	503.149538575776	767.66564725622	1158.68104096384	1796.86766920881	1929.25708173916	650.114702244682	324.149746475599
Eubacterium ventriosum	94.1921672599739	856.133646551613	22.6033269965321	107.879403639746	0	734.621241256942	542.32324142683	694.032692085536	335.607898840377	443.573337282398
Evansella cellulosilytica	924.853293297596	53.3064345966099	485.971530425439	5390.51804107084	0	1744.88135232336	0	10.5739052810816	0	2754.77106524928
Exiguobacterium antarcticum	25.2864878550266	32.3069300585515	0	38.8365853103086	73.8862531616917	0	14.6269753911801	17.3027540963153	23.1107235728403	29.1032280117411
Ezakiella massiliensis	87.2383830998416	92.8824239183354	23.7334933463587	66.4537126420836	50.0923750248757	153.409868717494	72.0097250027327	79.7849216663428	59.2840300346774	146.519699645317
Faecalibacter sp. LW9	78.3881123505823	83.9980181522338	23.7334933463587	42.2887262267805	77.6431812885574	129.712409322109	121.516410942111	94.2038834132722	78.3754973339802	53.1886580904233
Faecalibacterium prausnitzii	852.154640714395	1164.66482861078	749.300289935038	955.379998633592	419.523640833334	1845.90736343001	926.000057457015	961.264116461961	1069.12216876096	1256.45660243792
Faecalibacterium taiwanense	152.983251522911	383.644794445298	145.791459127632	477.258481702237	0	314.303145665109	76.5103328154035	87.4750345980384	68.3273566501366	242.861419960046
Faecalibaculum rodentium	4264.56617675023	4525.39322795159	49158.8457184078	4795.02373297944	10426.7278614279	11394.7362650652	53527.9790200001	27108.6093483438	21231.7212649616	3286.65764615352
Fastidiosipila sanguinis	746.583553919659	1007.16854457534	1322.29462929713	1266.93571634518	334.366603291045	2016.77851801778	166.522489068819	369.125420721393	618.965466124767	1163.12556088303
Fibrobacter succinogenes	575.267598701854	49.268068339291	0	52.6451489761961	169.061765708956	104.767715221703	68.6342691432296	56.7145828712557	63.3032863082148	69.2456114762115
Filifactor alocis	58.7910842629367	27.4608905497687	131.099296579886	19.8498102697133	25.0461875124379	69.8451434811354	63.0085093773911	54.7920546383318	46.2214471456807	109.387994940682
Flavobacterium sp. CS20	64.4805440303177	174.457422316178	0	74.2210297041454	127.735556313433	162.140511652636	216.029175008198	287.417970822126	199.957999608488	103.366637421011
Flavonifractor plautii	8030.98854275643	16798.7959571953	17374.0472958844	19346.6607311375	4724.9632742214	12144.3243227824	17600.7520034023	17127.8040271192	24877.18670506	8939.70879753757
Flintibacter sp. KGMB00164	15262.924069294	15567.094248713	39693.70253861	17602.4665330901	6663.53818768409	23415.5843520506	10673.1914277488	27074.9651042676	42082.6179980055	52244.3085194217
Francisella orientalis	25.2864878550266	20.9995045380584	0	38.8365853103086	21.2892593855722	48.6421534957907	31.5042546886955	44.2181493572502	33.1588642566839	23.0818704920705
Francisella philomiragia	65.744868423069	67.844553122958	0	60.4124660382579	71.3816344104479	101.026011106642	94.5127640660866	93.2426192968102	74.3562410604428	43.1530622243057
Fructilactobacillus fructivorans	100.513789223731	71.0752461288132	116.40713403214	97.5229808903305	131.492484440299	33.6753370355474	83.2612445344096	49.985734056022	95.4573364965144	97.3452799013408
Fructilactobacillus lindneri	25.9186500514022	13.7304452748844	11.301663498266	25.8910568735391	30.0554250149254	0	0	0	0	13.0462746259529
Fructilactobacillus sanfranciscensis	256.65785172852	194.649253602772	220.382438216188	304.651435878643	498.419131497513	93.5426028765206	193.526135944844	130.731919838827	219.049466907791	344.220938207834
Fundicoccus culcitae	72.0664903868257	50.8834148422185	67.8099809895962	75.9471001623813	60.1108500298509	27.439163510446	36.0048625013663	24.031602911549	32.1540501882996	68.2420518895998
Fusobacterium animalis	0	27.4608905497687	0	0	40.0739000199006	14.9668164602433	23.6281910165217	18.2640182127773	16.0770250941498	21.074751318847
Gemmatimonas groenlandica	8.85027074925929	21.8071777895222	0	17.2607045823594	27.5508062636816	27.439163510446	31.5042546886955	41.3343570078643	22.105909504456	20.0711917322352
Geobacillus thermodenitrificans	39.1940561752912	37.960642818798	39.5558222439311	39.6996205394266	76.3908719129355	18.7085205753041	38.2551664077017	26.9153952609349	76.3658691972115	37.1317047046352
Geosporobacter ferrireducens	36.0332451934128	39.5759893217255	105.105470533874	39.6996205394266	62.6154687810946	17.4612858702838	39.3803183608694	34.6055081926306	12.0577688206123	13.0462746259529
Glaesserella parasuis	73.330814779577	28.2685638012325	0	15.5346341241234	0	163.387746357656	28.1287988291924	24.031602911549	50.2407034192181	26.0925492519058
Gluconobacter albidus	24.6543256586509	94.497770421263	133.359629279539	98.3860161194485	67.6247062835822	28.6863982154663	24.7533429696894	85.5525063651145	115.553617864202	136.4841037792
Gordonibacter urolithinfaciens	95.4564916527252	0	502.924025672838	101.83815703592	0	0	205.902807429689	161.492371565609	150.722110257654	0
Halomicronema hongdechloris	6.32162196375664	13.7304452748844	25.9938260460119	23.3019511861852	0	0	0	14.4189617469294	11.052954752228	0
Halomonas sp. A40-4	24.0221634622752	29.0762370526963	0	23.3019511861852	35.064662517413	53.6310923158718	43.8809261735402	72.0948087346471	54.2599596927556	36.1281451180234
Halomonas sp. M1	0	13.7304452748844	0	0	17.5323312587065	0	0	11.5351693975435	11.052954752228	11.0391554527294
Halosquirtibacter xylanolyticus	120.110817311376	76.7289588890597	40.6859885937577	64.7276421838477	81.400109415423	149.668164602433	226.155542586707	187.446502710082	146.702853984117	74.2634094092703
Helicobacter pylori	38.5618939789155	37.1529695673342	0	31.0692682482469	31.3077343905473	104.767715221703	64.1336613305588	36.5280364255545	57.2744018979086	19.0676321456235
Heliomicrobium modesticaldum	29.0794610332805	20.1918312865947	0	31.0692682482469	0	33.6753370355474	52.8821417988818	60.5596393371035	50.2407034192181	17.0605129723999
Heliorestis convoluta	8.85027074925929	29.8839103041601	71.200480039076	31.0692682482469	16.2800218830846	14.9668164602433	37.130014454534	62.4821675700275	31.1492361199152	34.1210259447999
Herbinix luporum	757.330311258045	63.8061868656391	27.1239923958385	54.3712194344321	960.521291101992	144.679225782352	113.640347269937	95.1651475297341	51.2455174876025	21.074751318847
Heyndrickxia oleronia	139.707845399022	145.381185263482	77.9814781380356	138.085636658875	234.181853241294	138.443052257251	207.027959382856	134.576976304675	130.625828889967	192.683440629458
Heyndrickxia vini	49.3086513173018	38.7683160702617	35.0351568446247	54.3712194344321	73.8862531616917	31.1808676255069	55.1324457052172	36.5280364255545	54.2599596927556	69.2456114762115
Homo sapiens	5983.41518869566	6064.81844524157	105.105470533874	3867.26086167762	4297.92577713434	3735.46794153572	3836.76816030185	2930.89429109252	3472.63742033636	3409.09191572015
Hoylesella enoeca	128.32892586426	47.6527218363634	77.9814781380356	99.2490513485665	0	86.059194646399	0	75.9398652004949	75.3610551288272	119.4235908068
Humibacter ginsenosidimutans	26.5508122477779	33.1146033100152	0	25.0280216444211	45.0831375223881	27.439163510446	25.8784949228571	28.8379234938588	41.1973768037588	17.0605129723999
Hungatella hathewayi	93721.8385858704	44993.8614925446	7036.41569402043	10506.5908792822	16836.0472458607	28900.9225847298	64892.0137469938	48770.6962128141	26232.6808833105	4929.48468943697
Hydrogenobaculum sp. HO	75.227301368704	105.805195941756	75.7211454383824	91.4817342865048	82.6524187910449	82.3174905313381	75.3851808622358	114.390429858973	96.4621505648988	81.2883265155526
Intestinibacillus sp. NTUH-41-i26	6701.55144377841	5501.87018897131	8418.60913985837	4937.4245457839	3190.88428908458	5810.86649068946	4943.91768221886	6121.32989362977	9902.44264392789	5999.27920876511
Intestinibacter bartlettii	744.054905134156	333.569052854544	533.438517118157	872.528616638267	323.095818910448	560.008382554103	483.81533986211	522.927679355307	342.641597319068	557.979130156139
Intestinimonas butyriciproducens	7974.726107279	22673.8111883429	16487.9968776203	8995.41619309659	9438.65576406221	15525.5776080924	21310.3779929962	18937.8643584171	14484.3947957606	8135.85756866155
Jeotgalibaca porci	29.0794610332805	135.689106245916	215.861772816881	202.813278842723	0	54.8783270208921	0	0	0	127.452067499694
Jonquetella anthropi	241.485959015504	140.535145754699	0	0	328.105056412936	376.664880916123	0	46.1406775901741	76.3658691972115	115.409352460353
Kineothrix sp. IPX-CK	1756.14658153159	2471.48014947919	7662.52785182437	1759.72883217154	482.139109614429	1416.85862490303	2451.70610595241	2301.26629480993	985.722601085059	345.224497794446
Kineothrix sp. MB12-C1	96.0886538491009	26758.2148209952	12371.9310315518	171.744010594476	472.120634609454	3191.67361014688	26958.640797898	35238.981245379	129.621014821583	180.640725590117
Kingella potus	11.3789195347619	33.922276561479	0	11.2194579785336	33.8123531417911	0	0	0	0	28.0996684251293
Kiritimatiella glycovorans	9.48243294563496	16.9611382807395	0	0	0	0	11.251519531677	14.4189617469294	14.0673969573811	0
Klebsiella michiganensis	20.8613524803969	19.3841580351309	0	13.8085636658875	27.5508062636816	53.6310923158718	20.2527351570186	28.8379234938588	21.1010954360716	0
Klebsiella oxytoca	0	0	0	102.701192265038	0	13.719581755223	0	12.4964335140055	13.0625828889967	23.0818704920705
Klebsiella pneumoniae	298.380556689313	405.451972234821	229.4237690148	522.136313616371	429.542115838309	510.118994353292	841.613660969438	880.517930679156	354.69936613968	295.046518463858
Klebsiella variicola	24.6543256586509	40.3836625731893	15.8223288975724	38.8365853103086	25.0461875124379	39.9115105606488	63.0085093773911	46.1406775901741	41.1973768037588	40.1423834644704
Kurthia gibsonii	76.4916257614553	66.2292066200305	64.4194819401164	50.9190785179602	112.70784380597	72.3396128911759	115.890651176273	113.429165742511	50.2407034192181	57.2028964368704
Lachnoanaerobaculum gingivalis	103.674600205609	137.304452748844	240.725432513067	855.267912055908	728.844056611942	502.635586123171	740.349985184345	1026.63007638137	36.173306461837	121.430709980023
Lachnoanaerobaculum umeaense	146.029467362778	117.112621462249	124.318298480926	53.5081842053141	33.8123531417911	165.882215767697	114.765499223105	75.9398652004949	204.98206995041	76.2705285824938
Lachnoclostridium phytofermentans	4495.93754062372	853.710626797222	3026.58548483564	776.731706206172	6127.54977491792	505.130055533211	667.215108228445	659.427183892905	505.421476397334	195.694119389293
Lachnospira eligens	6260.3022307082	9992.53346710996	15917.2628709579	16302.7354780384	3525.25089237563	18802.0631781806	15532.7227134801	13297.1665230183	14214.0998113652	8241.23132525578
Lacrimispora sp. BS-2	25194.1921743557	5683.59667055066	2783.59971962292	10110.457709117	1030.65061613682	1869.60482282539	1119.52619340186	1037.20398166246	1512.24517291846	2294.13721499449
Lacrimispora sp. HJ-01	573.371112112727	524.179940199997	2037.68992873737	217.484877737728	647.443947196519	1687.50855589243	1602.2163813108	2004.23568282319	1481.09593679855	1022.62721875738
Lacrimispora xylanisolvens	1004.50573004093	1244.62448050569	1906.59063215748	1424.00812804465	1619.23602267911	3138.04251783101	1850.87496296086	2298.38250246055	970.650390059294	785.787156317009
Lacticaseibacillus paracasei	1336.39088313815	796.365825943293	1066.87703423631	1676.87745017621	1580.41443203483	349.225717405677	778.605151592047	504.66366114253	909.356731887848	1755.22571698397
Lacticaseibacillus rhamnosus	59.4232464593124	60.575493859784	56.5083174913302	76.8101353914993	83.9047281666668	42.4059799706893	61.8833574242234	36.5280364255545	74.3562410604428	79.2812073423291
Lactiplantibacillus pentosus	175.108928396059	148.611878269337	68.9401473394228	191.593820864189	321.843509534826	47.3949187907704	75.3851808622358	65.3659599194133	86.4140098810552	154.548176338211
Lactiplantibacillus plantarum	1706.83793021429	1610.50046341879	2042.21059413667	2292.22156853733	2607.30812004478	845.625130003746	1386.1872063026	1040.08777401184	1637.84693146651	2316.21552589994
Lactobacillus acetotolerans	28.4472988369049	25.0378707953774	40.6859885937577	62.1385364964938	96.4278219228858	0	0	11.5351693975435	15.0722110257654	52.1850985038116
Lactobacillus acidophilus	765.548419810929	648.56162092542	928.996739557468	1039.95745108715	1341.22334129105	53.6310923158718	156.39612149031	178.795125661925	373.790833438983	625.217622459127
Lactobacillus crispatus	4176.06346925764	3321.15241001909	4803.20698676306	5489.7670924194	6787.51681587066	284.369512744623	734.724225418507	901.665741241319	1864.93491092138	3302.71459953931
Lactobacillus delbrueckii	12282.9114755791	10267.1423726077	12765.2289212915	15864.3135816465	24733.1101685324	1467.99524780886	3213.43397824695	3327.89637119131	7752.14053758535	12536.4663559541
Lactobacillus gasseri	353466.538319292	304080.094770349	391902.134297622	440937.644084807	780748.523303342	22066.0764012187	45486.5180107105	81745.9004639252	199066.729529831	322608.278950563
Lactobacillus helveticus	907.784913995453	791.519786434511	1751.75784223124	1207.38628553604	2053.7873760199	108.509419336764	219.404630867701	270.115216725811	660.162842928526	1018.61298041094
Lactobacillus iners	61.3197330484394	47.6527218363634	67.8099809895962	83.714417224443	110.203225054727	0	0	10.5739052810816	33.1588642566839	54.1922176770351
Lactobacillus johnsonii	12125.5030886816	10592.6346929476	13193.5619678758	16257.8576461243	24691.7839591369	881.794936449334	1857.62587467987	2874.17970822126	6705.12427832885	10980.9489967059
Lactobacillus kefiranofaciens	813.592746735479	694.598996258856	867.967756666831	1223.78395488928	1678.09456333334	34.9225717405677	110.264891410434	248.006142047186	385.848602259595	703.495270214844
Lactobacillus panisapium	324.931368937091	278.647271755006	327.748241449715	388.365853103086	537.240722141792	139.690286962271	263.285557041241	193.214087408854	313.501989335921	436.548420176116
Lactobacillus paragasseri	34926.3291875591	33808.3946330226	40520.984306683	49657.3210129897	66576.5233361867	3696.80366568009	7367.49498934209	8987.81948891933	21379.4289330141	31499.72830457
Lactobacillus sp. 3B(2020)	465.903538728864	415.144051252386	647.585318450644	596.357343320517	676.247062835822	204.546491623325	375.800752358011	265.308896143501	358.718622413217	586.078798581268
Lactobacillus sp. ESL0681	121.375141704127	100.959156432973	103.975304184048	149.305094637409	250.461875124379	558.761147849083	1279.29777075167	32.6829799597067	70.3369847869053	111.395114113905
Lactobacillus sp. ESL0700	12360.6674257334	10165.3755429232	11772.9428661437	15508.7430672499	24635.4300372339	0	0	2711.72607253919	6746.32165513261	11875.120588377
Lactobacillus sp. IBH004	2096.88200537808	1771.22744046008	2417.4258222791	2759.98666271927	3971.07303009702	149.668164602433	362.298928919999	441.22022945604	1011.84776686305	1630.78432824411
Lactobacillus sp. JM1	71058.8238458029	55461.3068315153	70344.9441122573	97391.7995355046	145190.244390851	6178.80072867044	12621.9546106352	19383.8909084554	39437.9473700178	68203.9166253085
Lactobacillus sp. PV034	372.975695861642	344.068805123573	459.977704379428	556.65772278109	728.844056611942	32.4281023305271	93.3876121129189	88.4362987145004	197.948371471719	326.156865648822
Lactobacillus taiwanensis	10383.8962376667	9113.78496951736	11637.3229041645	13808.5636658875	22306.1345985772	1389.41946139259	3048.03664113129	3239.46007247681	7063.84290074207	10842.4577737535
Lactococcus cremoris	116.317844133122	121.150987719568	109.626135933181	157.935446928588	234.181853241294	39.9115105606488	88.8870043002481	59.5983752206416	106.510291248742	162.576653031105
Lactococcus garvieae	20.2291902840212	20.1918312865947	13.5619961979192	18.9867750405953	35.064662517413	0	0	0	0	0
Lactonifactor longoviformis	45.5156781390478	57.3448008539288	31.6446577951449	18.9867750405953	63.8677781567165	38.6642758556285	69.7594210963973	63.4434316864894	54.2599596927556	27.0961088385175
Latilactobacillus sakei	966.57599825839	774.558648153771	1162.94117397157	1229.82520149311	1398.82957256965	444.015554987218	1008.13615003826	618.092826885041	943.520410212916	1326.70577350075
Lawsonibacter asaccharolyticus	6362.71250652106	7723.77930374819	8097.64189650761	6973.32465127319	5263.45630573882	4443.89725398724	9091.227781595	7072.02010481065	4450.32150887434	10301.5391565697
Lentilactobacillus buchneri	557.567057203335	592.832166574419	584.296002860354	736.169050437628	839.047281666668	313.055910960089	487.190795721613	357.590251323849	573.748833047471	767.723083757997
Leptotrichia hongkongensis	83.4454099215876	65.4215333685667	27.1239923958385	88.0295933700329	175.323312587065	0	0	0	24.1155376412247	61.2171347833174
Leptotrichia shahii	34.1367586042858	33.1146033100152	51.9876520920238	22.4389159570672	21.2892593855722	57.3727964309326	73.1348769559004	57.6758469877177	29.1396079831465	19.0676321456235
Levilactobacillus brevis	168.155144235927	155.073264281047	169.524952473991	241.649864153031	393.225143945274	67.3506740710948	164.272185162484	86.5137704815765	158.760622804729	242.861419960046
Ligilactobacillus acidipiscis	72.6986525832013	176.072768819105	22.6033269965321	63.8646069547297	196.612571972637	81.0702558263179	69.7594210963973	42.2956211243263	132.635457026736	99.3523990745643
Ligilactobacillus agilis	155.511900308413	197.879946608628	116.40713403214	176.059186740066	266.741897007463	123.476235797007	135.018234380124	81.7074498992667	200.962813676872	179.637166003505
Ligilactobacillus animalis	421.020022786192	1336.69923117257	317.576744301276	353.844443938367	1049.43525677115	705.934843041476	515.319594550806	334.519912528762	949.549294623222	496.761995372822
Ligilactobacillus cholophilus	33.5045964079102	146.188858514945	37.2954895442779	47.4669376014883	113.960153181592	79.8230211212976	77.6354847685712	46.1406775901741	135.649899231889	69.2456114762115
Ligilactobacillus murinus	51776.6125319524	144318.287264555	40487.0793161882	47701.6831838084	140155.960700851	89824.5962208552	71719.4357988154	45484.1341986306	126722.126234294	71041.9831362466
Ligilactobacillus ruminis	149.822440541032	403.836625731893	133.359629279539	166.565799219768	384.458978315921	202.052022213285	171.02309688149	121.119278674207	317.521245609458	188.669202283011
Ligilactobacillus salivarius	1228.92330975429	2464.21109021601	1075.91836503493	1231.55127195134	2689.96053883583	1540.33486070004	1498.70240161937	975.68307820889	2230.68723181328	1711.06909517305
Limosilactobacillus allomucosae	298.380556689313	218.879451146686	305.144914453183	377.146395124553	345.637387671642	111.003888746804	176.648856647329	148.995938051604	183.880974514338	382.356202499081
Limosilactobacillus fermentum	2039.35524550789	1724.38239187518	2498.79779946662	2714.24579557601	2795.15452638806	758.318700652327	1787.86645358347	1183.31612736467	1743.35240864687	2610.25848477719
Limosilactobacillus mucosae	47721.9242043989	38821.6225048584	65575.642115989	62048.7808326655	75796.0249595151	24621.6603118052	48845.0965909161	32697.3989214536	52293.5385609274	73784.7114864565
Limosilactobacillus oris	176.37325278881	195.456926854236	284.801920156304	324.501246148356	316.834272032339	81.0702558263179	192.400983991676	122.080542790669	184.885788582723	230.818704920705
Limosilactobacillus panis	65.1127062266934	62.9985136141753	118.667466731793	130.318319596813	80.1478000398011	32.4281023305271	45.0060781267079	51.9082622889459	79.3803114023646	92.327481968282
Limosilactobacillus pontis	24.0221634622752	12.9227720234206	22.6033269965321	31.0692682482469	30.0554250149254	0	22.503039063354	18.2640182127773	39.1877486669901	43.1530622243057
Limosilactobacillus reuteri	28743.1507448087	21371.0342337318	33570.4612552494	36476.183958671	38499.7471347439	11676.6113083998	24059.1242145849	15164.9027013039	26092.0069137367	39609.4933239796
Limosilactobacillus vaginalis	199.76325405471	150.227224772264	288.192419205784	280.48644946334	224.163378236319	79.8230211212976	136.143386333291	115.351693975435	177.852090104032	248.882777479717
Listeria innocua	202.924065036588	173.649749064714	166.134453424511	222.663089112436	320.591200159205	78.5757864162773	176.648856647329	106.700316927278	179.861718240801	231.822264507317
Listeria monocytogenes	3335.91991027438	2319.63757820399	2773.42822247448	4974.53506063598	5427.50883394528	990.304355786098	3006.40601886409	2149.38656440894	3017.45664735824	5458.36059158137
Loigolactobacillus bifermentans	90.3991940817199	66.2292066200305	37.2954895442779	84.577452453561	154.034053201493	0	11.251519531677	19.2252823292392	29.1396079831465	61.2171347833174
Longicatena caecimuris	7.58594635650797	64.6138601171029	21.4731606467055	0	33.8123531417911	32.4281023305271	0	48.0632058230981	94.45252242813	0
Lysinibacillus pakistanensis	1034.21735327059	929.631912434818	1539.28656846383	1474.06417133349	1798.31626339304	629.853526035239	1239.9174523908	780.546462567112	1299.22459042098	1640.81992411023
