Gen1	Gen2	Gen3	Gen4	Gen5	control1	control2	control3	control4	control5
Sporosarcina sp. Marseille-Q4943	20.2291902840212	46.0373753334358	22.6033269965321	71.6319240167915	12.5230937562189	56.1255617259124	16.8772792975155	12.4964335140055	14.0673969573811	21.074751318847
Staphylococcus aureus	4421.34240145139	3431.80364546963	3327.20973388952	4502.45479030845	4311.70118026618	2942.22666914283	3421.58708958297	2875.14097233773	3612.30657584178	4901.38502101184
Staphylococcus condimenti	17.0683793021429	14.5381185263482	23.7334933463587	32.7953387064828	23.793878136816	0	0	12.4964335140055	15.0722110257654	11.0391554527294
Staphylococcus epidermidis	298.380556689313	272.99355899476	360.523065594686	495.382221513714	274.255753261195	359.203595045839	282.413140245092	314.333366083061	293.405707968234	743.637653679315
Staphylococcus pseudintermedius	280.047852994419	369.914349170414	381.996226241392	387.502817873968	295.545012646767	347.978482700657	378.051056264347	515.237566423611	423.026722789816	189.672761869623
Staphylococcus saprophyticus	10.1145951420106	20.9995045380584	0	18.1237398114774	27.5508062636816	38.6642758556285	28.1287988291924	26.9153952609349	18.0866532309185	14.0498342125647
Staphylococcus sp. AntiMn-1	54.9981110846828	64.6138601171029	30.5144914453183	28.480162560893	47.5877562736319	62.3617352510137	83.2612445344096	73.056072851109	52.2503315559868	61.2171347833174
Staphylococcus sp. IVB6238	118.214330722249	62.9985136141753	123.1881321311	113.920650243572	78.8954906641792	38.6642758556285	87.7618523470804	53.8307905218698	70.3369847869053	125.44494832647
Stappia indica	16.4362171057673	32.3069300585515	0	41.4256909976625	26.2984968880598	0	34.8797105481986	16.3414899798533	27.1299798463778	0
Stenotrophomonas maltophilia	11.3789195347619	22.614851040986	0	11.2194579785336	36.3169718930349	18.7085205753041	23.6281910165217	20.1865464457012	22.105909504456	27.0961088385175
Stenotrophomonas pavanii	49.3086513173018	82.3826716493062	30.5144914453183	49.1930080597243	82.6524187910449	83.5647252363584	108.014587504099	91.3200910638863	67.3225425817523	70.2491710628233
Stomatobaculum sp. F0698	3576.77370709351	3388.99696314205	7216.11214364286	2582.20140552096	3040.60716400996	6861.03811231653	4664.87999783328	4643.86694662773	4013.22738912714	2504.88472818296
Streptococcus alactolyticus	54.3659488883071	0	97.1943060850879	56.960325121786	40.0739000199006	127.217939912068	76.5103328154035	417.188626544491	87.4188239494395	100.355958661176
Streptococcus dysgalactiae	77.7559501542066	81.5749983978424	0	63.8646069547297	140.258650069652	78.5757864162773	99.0133718787574	101.893996344968	87.4188239494395	110.391554527294
Streptococcus gordonii	17.0683793021429	24.2301975439136	16.952495247399	15.5346341241234	23.793878136816	12.4723470502027	15.7521273443478	12.4964335140055	23.1107235728403	21.074751318847
Streptococcus infantis	106.203248991112	122.766334222496	58.7686501909834	74.2210297041454	150.277125074627	115.992827566886	193.526135944844	175.911333312539	93.4477083597457	71.252730649435
Streptococcus iniae	291.426772529181	261.686133474267	349.22140209642	382.32460649926	428.289806462687	104.767715221703	231.781302352546	163.414899798533	240.150562343863	367.302808699905
Streptococcus mutans	320.506233562462	340.838112117718	308.535413502663	320.186070002767	358.160481427861	295.594625089805	304.916179308446	276.844065541045	285.367195421159	330.171103995269
Streptococcus pneumoniae	70.1700037976987	62.9985136141753	71.200480039076	88.0295933700329	110.203225054727	53.6310923158718	60.7582054710557	38.4505646584784	74.3562410604428	111.395114113905
Streptococcus pyogenes	493.718675369393	457.950733579967	562.822842213649	643.824280922005	658.714731577116	392.878932081387	502.942923065961	539.26916933516	571.739204910702	685.431197655833
Streptococcus salivarius	304.70217865307	319.030934328196	181.956782322083	264.951815339217	393.225143945274	313.055910960089	358.923473060496	324.907271364143	304.458662720462	325.153306062211
Streptococcus sanguinis	399.52650810942	438.566575544836	369.564396393299	366.789972375137	479.634490863185	304.325268024947	415.181070718881	339.326233111072	307.473104925615	467.658767361081
Streptococcus suis	87.8705452962173	100.15148318151	116.40713403214	103.564227494156	133.997103191543	84.8119599413787	99.0133718787574	73.056072851109	120.577688206123	140.498342125647
Streptococcus thermophilus	964.047349472887	777.789341159626	838.58343157134	1196.16682755751	1347.48488816916	407.84574854163	644.712069165091	506.586189375453	798.827184365568	1266.49219830404
Streptomyces sp. CG4	97.3529782418522	109.843562199075	61.0289828906366	67.3167478712016	107.698606303483	0	150.770361724472	79.7849216663428	60.2888441030617	119.4235908068
Streptomyces sp. HUAS MG47	40.4583805680425	63.8061868656391	0	13.8085636658875	0	0	59.633053517888	67.2884881523373	25.1203517096091	29.1032280117411
Succinivibrio dextrinosolvens	8.85027074925929	8.88440576610165	0	0	0	13.719581755223	18.0024312506832	0	10.0481406838436	0
Suicoccus acidiformans	13.2754061238889	0	14.6921625477458	9.49338752029766	30.0554250149254	0	0	0	0	11.0391554527294
Sutterella megalosphaeroides	17.7005414985186	20.1918312865947	0	19.8498102697133	0	21.2029899853447	0	15.3802258633914	29.1396079831465	0
Synechococcus elongatus	175.741090592435	52.4987613451461	413.640884036537	529.040595449315	25.0461875124379	27.439163510446	24.7533429696894	57.6758469877177	39.1877486669901	24.0854300786823
Synechococcus sp. PCC 7336	0	39.5759893217255	0	56.097289892668	0	46.1476840857502	0	88.4362987145004	82.3947536075177	56.1993368502586
Syntrophobotulus glycolicus	500.04029733315	151.842571275192	266.719258559078	170.01794013624	43.8308281467663	1537.84039129	847.239420735277	1008.3660581686	2286.95681964281	1112.94758155244
Syntrophomonas wolfei	14.5397305166403	23.4225242924498	11.301663498266	0	0	0	27.0036468760247	16.3414899798533	0	0
Syntrophothermus lipocalidus	0	8.88440576610165	0	13.8085636658875	0	18.7085205753041	0	0	17.0818391625342	19.0676321456235
Taurinivorans muris	8403.3320764217	3986.67516922525	46671.3495824394	9635.78833310213	2570.99114815175	1662.56386179203	3376.58101145626	3233.69248777804	2151.30692041092	1740.17232318479
Tenacibaculum maritimum	20.2291902840212	30.6915835556239	35.0351568446247	43.1517614558985	17.5323312587065	14.9668164602433	18.0024312506832	32.6829799597067	40.1925627353745	23.0818704920705
Tenuifilum thalassicum	120.110817311376	57.3448008539288	118.667466731793	83.714417224443	73.8862531616917	76.0813170062368	49.5066859393787	63.4434316864894	167.803949420188	71.252730649435
Tepidanaerobacter acetatoxydans	30.9759476224075	53.3064345966099	0	0	15.0277125074627	29.9336329204866	23.6281910165217	26.9153952609349	24.1155376412247	0
Tepidimonas taiwanensis	97.9851404382279	89.6517309124803	82.5021435373421	44.0147966850164	85.1570375422887	143.431991077332	174.398552740993	148.995938051604	68.3273566501366	44.1566218109175
Terasakiella sp. SH-1	6.32162196375664	13.7304452748844	24.8636596961853	11.2194579785336	12.5230937562189	0	0	13.4576976304675	23.1107235728403	0
Terrisporobacter petrolearius	278.783528601668	3617.5684933063	239.59526616324	1802.88059362744	23.793878136816	483.927065547867	604.206598851054	1134.29165742511	244.1698186174	76.2705285824938
Thermaerobacter sp. PB12/4term	84.0775721179633	72.6905926317408	49.7273193923705	90.6186990573868	179.080240713931	48.6421534957907	70.884573049565	47.1019417066361	69.332170718521	116.412912046964
Thermobaculum terrenum	2597.5544649076	1835.84130057719	1171.98250477019	2110.98417042255	527.222247136817	818.1859664933	1463.82269107118	1890.80651708068	1275.10905277976	233.82938368054
Thermocaproicibacter melissae	31.6081098187832	38.7683160702617	50.8574857421971	48.3299728306063	13.7754031318408	68.5979087761151	23.6281910165217	27.8766593773969	43.2070049405276	75.2669689958821
Thermoclostridium stercorarium	714.975444100876	1563.65541483389	580.905503810874	1025.28585219215	405.748237701493	545.04156609386	667.215108228445	709.412917948927	595.854742551927	516.833187105057
Thermosediminibacter oceani	461.478403354235	206.764352374729	203.429942968789	76.8101353914993	348.142006422886	229.491185723731	442.184717594905	416.227362428029	173.832833830495	113.402233287129
Thermospira aquatica	22.7578390695239	20.1918312865947	55.3781511415036	12.0824932076516	0	16.2140511652636	29.2539507823601	11.5351693975435	15.0722110257654	40.1423834644704
Tistrella mobilis	17.0683793021429	51.6910880936823	21.4731606467055	25.8910568735391	35.064662517413	21.2029899853447	61.8833574242234	36.5280364255545	30.1444220515309	39.1388238778587
Treponema succinifaciens	41.0905427644181	45.229702081972	62.1591492404632	97.5229808903305	52.5969937761195	69.8451434811354	69.7594210963973	97.0876757626581	107.515105317127	34.1210259447999
Tropheryma whipplei	17.0683793021429	34.7299498129428	0	41.4256909976625	0	33.6753370355474	16.8772792975155	12.4964335140055	16.0770250941498	41.1459430510822
Turicibacter faecis	3395.97531893007	0	2591.4714401524	3243.28639102533	0	1446.79225782352	2046.65140281204	3592.24400321835	4206.15169025694	7834.78969267802
Turicibacter sanguinis	15.8040549093916	0	11.301663498266	0	0	0	12.3766714848447	14.4189617469294	16.0770250941498	27.0961088385175
Turicibacter sp. H121	847.729505339765	0	708.61430134128	639.509104776415	0	288.111216859683	596.33053517888	907.433325940091	755.62017942504	1498.31446281136
Turicibacter sp. TJ11	13.2754061238889	0	0	0	0	0	15.7521273443478	12.4964335140055	14.0673969573811	23.0818704920705
Turicimonas muris	1100.59438389003	481.373257872417	2798.29188217067	1370.49994383934	1145.86307869403	1989.33935450734	2021.89805984235	1869.65870651851	2962.1918735971	841.986493167267
Vagococcus coleopterorum	21.4935146767726	22.614851040986	30.5144914453183	33.6583739356008	55.1016125273633	17.4612858702838	24.7533429696894	25.9541311444729	32.1540501882996	30.1067875983528
Vagococcus fluvialis	13.9075683202646	19.3841580351309	0	21.5758807279492	23.793878136816	18.7085205753041	0	17.3027540963153	25.1203517096091	16.0569533857882
Vescimonas coprocola	5801.35247613947	7904.69811207608	2964.42633559518	4901.17706616095	2897.84389518906	2989.6215879336	2689.1131680708	2206.1011472802	3110.90435571799	1256.45660243792
Vescimonas fastidiosa	5813.3635578706	10504.598308538	273.500256658038	2046.25652823871	206.631046977612	1612.67447359122	1337.80567231639	1237.14691788654	2120.157684291	3436.18802455867
Vibrio cholerae	11.3789195347619	0	0	0	0	21.2029899853447	52.8821417988818	10.5739052810816	0	35.1245855314116
Vibrio harveyi	43.6191915499208	83.19034490077	28.2541587456651	50.0560432888422	75.1385625373136	82.3174905313381	96.763067972422	116.312958091897	49.2358893508337	41.1459430510822
Vibrio paracholerae	36.0332451934128	59.7678206083202	40.6859885937577	37.1105148520727	38.8215906442787	24.9446941004055	0	9.61264116461961	24.1155376412247	85.3025648619997
Vibrio parahaemolyticus	12.0110817311376	25.0378707953774	0	18.1237398114774	28.8031156393035	38.6642758556285	45.0060781267079	37.4893005420165	21.1010954360716	42.149502637694
Vibrio penaeicida	10.1145951420106	17.7688115322033	0	10.3564227494156	0	0	19.1275832038509	24.992867028011	15.0722110257654	16.0569533857882
Vibrio sp. B1FIG11	39.1940561752912	24.2301975439136	15.8223288975724	21.5758807279492	77.6431812885574	27.439163510446	42.7557742203725	35.5667723090926	32.1540501882996	26.0925492519058
Vibrio sp. B1FLJ16	54.9981110846828	60.575493859784	33.9049904947981	42.2887262267805	85.1570375422887	77.328551711257	87.7618523470804	71.1335446181851	57.2744018979086	50.1779793305881
Vibrio sp. SCSIO 43186	64.4805440303177	84.8056914036976	0	59.5494308091399	112.70784380597	106.014949926723	123.766714848447	116.312958091897	75.3610551288272	80.2847669289409
Wansuia hejianensis	0	47.6527218363634	12.4318298480926	13.8085636658875	30.0554250149254	155.904338127534	176.648856647329	107.66158104374	104.500663111974	47.1673005707528
Weissella cibaria	24.0221634622752	59.7678206083202	0	31.0692682482469	61.3631594054728	49.889388200811	47.2563820330433	57.6758469877177	62.2984722398305	40.1423834644704
Weissella paramesenteroides	23.3900012658996	37.1529695673342	0	23.3019511861852	83.9047281666668	23.6974593953852	19.1275832038509	16.3414899798533	42.2021908721432	37.1317047046352
Xiamenia xianingshaonis	64.4805440303177	35.5376230644066	527.787685369024	11.2194579785336	30.0554250149254	67.3506740710948	74.2600289090681	64.4046958029514	88.4236380178239	34.1210259447999
Xylanibacter ruminicola	42.9870293535451	18.5764847836671	61.0289828906366	22.4389159570672	23.793878136816	26.1919288054258	16.8772792975155	26.9153952609349	52.2503315559868	26.0925492519058
Yersinia pestis	99.2494648309792	138.919799251771	0	99.2490513485665	73.8862531616917	140.937521667291	0	150.918466284528	96.4621505648988	117.416471633576
Zhaonella formicivorans	21.4935146767726	27.4608905497687	0	34.5214091647188	32.5600437661692	42.4059799706893	39.3803183608694	32.6829799597067	23.1107235728403	30.1067875983528
[Clostridium] colinum	10196.1440653431	14489.6581312603	5848.61086035267	5446.6153309635	12714.6970906891	14739.8197439296	32331.2413742738	30331.7279308407	28124.7457740783	40622.0849468709
[Clostridium] hylemonae	1637.30008861297	1209.08685744129	472.40953422752	591.179131945809	355.655862676618	334.258900945434	1567.3366707626	1609.15613095732	460.204843320038	262.932611692281
[Clostridium] scindens	130.857574649762	85.6133646551613	91.5434743359549	110.4685093271	45.0831375223881	183.34350163798	121.516410942111	143.228353352832	149.71729618927	72.2562902360468
[Clostridium] symbiosum	131595.307932933	86336.2322152214	63893.954587447	58100.3946594508	31395.3960468409	435445.805329024	53829.519743449	52856.0687077774	62650.157163765	26566.2293767865
[Mycoplasma] cavipharyngis	118.846492918625	129.227720234206	0	0	0	77.328551711257	141.76914609913	115.351693975435	152.731738394423	0
[Ruminococcus] lactaris	12289.8652597393	5779.70978747485	6920.00855998829	4429.95983106254	6267.80842498757	14341.9518730281	13226.1612094863	13619.1900020331	4555.8269860547	15035.3297266174
[Ruminococcus] torques	48189.7242297168	31853.8253644803	55886.7259989255	41326.441946314	5005.48057436071	92653.3245318412	28938.9082354732	32664.7159414939	50499.9454488613	7123.26594577028
endosymbiont 'TC1' of Trimyema compressum	2146.82281889175	5770.01770845729	1075.91836503493	1780.44167767037	156.538671952737	1596.46042242595	825.86153362509	370.086684837855	141.678783642195	3938.97137745116
uncultured Alistipes sp.	1372.42412833157	571.832662036361	1190.06516636741	548.890405719029	430.794425213931	551.277739618962	419.681678531551	1038.16524577892	1333.38826874605	677.402720962939
uncultured Caproiciproducens sp.	391.940561752912	310.954201813558	41.8161549435843	0	1115.80765367911	1681.27238236733	0	194.175351525316	373.790833438983	395.402477125034
uncultured Desulfobacter sp.	8.21810855288363	12.9227720234206	0	0	25.0461875124379	19.9557552803244	0	15.3802258633914	0	0
